Code,Name,Shares,Sector
7628,Ohashi Technica Inc.,25577052,Consumer Cyclical
7643,"Daiichi Co.,Ltd.",11231920,Consumer Defensive
7701,Shimadzu Corporation,288940487,Technology
7702,"JMS Co.,Ltd.",24530941,Healthcare
7717,"V Technology Co., Ltd.",9453314,Industrials
7733,Olympus Corporation,1101067096,Healthcare
7752,"Ricoh Company, Ltd.",569232516,Industrials
7806,"MTG Co., Ltd.",39310743,Consumer Defensive
7849,Starts Publishing Corporation,3839560,Communication Services
7867,"TOMY Company, Ltd.",88954756,Consumer Cyclical
7906,"YONEX Co., Ltd.",85551597,Consumer Cyclical
7915,"Nissha Co., Ltd.",47386126,Technology
7918,"VIA Holdings,Inc.",45625683,Consumer Cyclical
7927,Muto Seiko Co.,6941861,Technology
7939,"Kensoh Co.,Ltd.",3794645,Industrials
8022,Mizuno Corporation,76784885,Consumer Cyclical
8041,OUG Holdings Inc.,5397951,Consumer Defensive
8045,"Yokohama Maruuo Co., Ltd.",6026808,Consumer Defensive
8059,"Daiichi Jitsugyo Co., Ltd.",31933381,Industrials
8078,"Hanwa Co., Ltd.",194518940,Industrials
8085,"Narasaki Sangyo Co., Ltd.",5004103,Industrials
8086,Nipro Corporation,163095544,Healthcare
8123,"T.Kawabe & Co., Ltd.",1824778,Consumer Cyclical
8159,"Tachibana Eletech Co., Ltd.",22907319,Technology
8214,AOKI Holdings Inc.,84160719,Consumer Cyclical
8219,"Aoyama Trading Co., Ltd.",141944727,Consumer Cyclical
8242,H2O Retailing Corporation,114991425,Consumer Defensive
8308,"Resona Holdings, Inc.",2252555392,Financial Services
8338,"Tsukuba Bank, Ltd.",82412196,Financial Services
8349,"The Tohoku Bank, Ltd.",9461047,Financial Services
8365,"The Bank of Toyama, Ltd.",5335581,Financial Services
8368,"The Hyakugo Bank, Ltd.",242667954,Financial Services
8386,"The Hyakujushi Bank, Ltd.",113088596,Financial Services
8387,"The Shikoku Bank, Ltd.",41762372,Financial Services
8392,"The Oita Bank, Ltd.",75433660,Financial Services
8393,"The Miyazaki Bank, Ltd.",83911560,Financial Services
8395,The Bank of Saga Ltd.,16902760,Financial Services
8399,"Bank of The Ryukyus, Limited",41007544,Financial Services
8424,"Fuyo General Lease Co., Ltd.",90185930,Industrials
8522,"The Bank of Nagoya, Ltd.",49197555,Financial Services
8544,"The Keiyo Bank, Ltd.",120212041,Financial Services
8558,"The Towa Bank, Ltd.",35436877,Financial Services
8572,"Acom Co., Ltd.",1566613908,Financial Services
8698,"Monex Group, Inc.",251363684,Financial Services
8705,"Nissan Securities Group Co., Ltd.",49175984,Financial Services
8715,"Anicom Holdings, Inc.",73638428,Financial Services
8742,"Kobayashi Yoko Co., Ltd.",11976672,Financial Services
8789,FinTech Global Incorporated,191855380,Financial Services
8841,"TOC Co., Ltd.",88217713,Real Estate
8844,"Cosmos Initia Co., Ltd.",33895626,Real Estate
8881,"NISSHIN GROUP HOLDINGS Company, Limited",46704621,Real Estate
8935,"FJ Next Holdings Co., Ltd.",32752185,Real Estate
9005,Tokyu Corporation,569709126,Consumer Cyclical
9037,"Hamakyorex Co., Ltd.",74011540,Industrials
9039,"Sakai Moving Service Co.,Ltd.",40259728,Industrials
9045,"Keihan Holdings Co., Ltd.",100902359,Industrials
9049,"Keifuku Electric Railroad Co.,Ltd.",1987233,Industrials
9057,"Enshu Truck Co.,Ltd.",7473531,Industrials
9083,"Shinki Bus Co.,Ltd.",12075278,Industrials
9227,"Microwave Chemical Co., Ltd.",15861690,Basic Materials
9229,"Sunwels Co.,Ltd.",32432508,Healthcare
9259,"TAKAYOSHI Holdings, INC.",5610500,Consumer Defensive
9303,"The Sumitomo Warehouse Co., Ltd.",76210594,Industrials
9312,"The Keihin Co., Ltd.",6528538,Industrials
9343,ibis inc.,18418700,Technology
9347,"NIPPON KANZAI Holdings Co.,Ltd.",36320948,Real Estate
9408,"BSN Media Holdings, Inc.",5951145,Technology
9438,MTI Ltd.,55487786,Healthcare
9441,"Bell-Park Co.,Ltd.",12240712,Consumer Cyclical
9446,"SAKAI Holdings CO.,LTD",7515451,Communication Services
9466,Aidma Marketing Communication Corporation,13087009,Communication Services
9476,"Chuokeizai-Sha Holdings, Inc.",3872376,Communication Services
9513,"Electric Power Development Co., Ltd.",176008295,Utilities
9514,EF-ON Inc.,21155584,Utilities
9517,"eREX Co.,Ltd.",78026678,Utilities
9639,"Sankyo Frontier Co.,Ltd.",22225053,Real Estate
9723,"The Kyoto Hotel, Ltd.",12065158,Consumer Cyclical
9729,TOKAI Corp.,30884838,Industrials
9735,"SECOM CO., LTD.",404469909,Industrials
9744,MEITEC Group Holdings Inc.,77206769,Industrials
9857,Eiwa Corporation,6328630,Industrials
9890,"Makiya Co., Ltd.",10005007,Consumer Defensive
1435,"Robot Home, Inc.",89734200,Real Estate
143A,N/A,1932700,Communication Services
1515,"Nittetsu Mining Co., Ltd.",78682200,Basic Materials
1518,"Mitsui Matsushima Holdings Co., Ltd.",38295660,Energy
1605,Inpex Corporation,1162177199,Energy
1662,"Japan Petroleum Exploration Co., Ltd.",255958000,Energy
1663,K&O Energy Group Inc.,26694307,Utilities
1762,"Takamatsu Construction Group Co., Ltd.",34818467,Industrials
1780,Yamaura Corporation,18927227,Industrials
1788,Santo Corporation,626852,Industrials
1793,"Ohmoto Gumi Co., Ltd.",25431538,Industrials
1795,Masaru Corporation,889593,Industrials
1799,Daiichi Kensetsu Corporation,17701510,Industrials
1802,Obayashi Corporation,687422211,Industrials
1822,Daiho Corporation,88256175,Industrials
1828,Tanabe Engineering Corporation,10499050,Industrials
1852,Asanuma Corporation,80726956,Industrials
1867,UEKI Corporation,6575991,Industrials
1885,TOA Corporation,77302988,Industrials
1904,"Taisei Oncho Co., Ltd.",6050786,Industrials
1909,"Nippon Dry-Chemical Co., Ltd.",26814848,Industrials
1925,"Daiwa House Industry Co., Ltd.",619348416,Real Estate
1948,"The Kodensha Co., Ltd.",8733580,Industrials
1951,"EXEO Group, Inc.",207506621,Industrials
1952,"Shin Nippon Air Technologies Co., Ltd.",45421530,Industrials
1960,Sanyo Engineering & Construction Inc.,15354654,Industrials
1966,Takada Corporation,7308581,Industrials
1980,"Dai-Dan Co., Ltd.",129381744,Industrials
1982,"Hibiya Engineering, Ltd.",43069038,Industrials
2108,"Nippon Beet Sugar Manufacturing Co.,Ltd.",12088585,Consumer Defensive
2124,"JAC Recruitment Co., Ltd.",158402535,Industrials
2136,HIP Corporation,3805191,Industrials
2152,Youji Corporation,10802550,Consumer Defensive
2169,"CDS Co.,Ltd.",6819639,Technology
2180,SUNNY SIDE UP GROUP Inc.,14639544,Communication Services
2185,CMC Corporation,12921538,Technology
2195,"Amita Holdings Co.,Ltd.",17552470,Industrials
2220,"Kameda Seika Co.,Ltd.",63249150,Consumer Defensive
2226,KOIKE-YA Inc.,10667778,Consumer Defensive
2264,"Morinaga Milk Industry Co., Ltd.",80803040,Consumer Defensive
2307,"Cross Cat Co., Ltd.",13996100,Technology
2321,Softfront Holdings,51970802,Technology
2330,"Forside Co.,Ltd.",43591570,Consumer Cyclical
2332,"Quest Co., Ltd.",5381027,Technology
2342,Transgenic Group Inc.,16653219,Healthcare
2385,Soiken Holdings Inc.,26158198,Healthcare
2429,"World Holdings Co., Ltd.",17898731,Industrials
2440,"Gurunavi, Inc.",56395138,Communication Services
247A,N/A,61879950,Consumer Defensive
2531,Takara Holdings Inc.,192873882,Consumer Defensive
2540,"Yomeishu Seizo Co.,Ltd.",13863044,Consumer Defensive
255A,"Gltechno Holdings, Inc.",13065140,Technology
256A,TOBISHIMA HOLDINGS Inc.,19153078,Industrials
2587,Suntory Beverage & Food Limited,308999694,Consumer Defensive
2612,Kadoya Sesame Mills Incorporated,27611373,Consumer Defensive
268A,N/A,226070899,Technology
2749,"Jp-Holdings,Inc.",85638477,Industrials
2805,S&B Foods Inc.,24175933,Consumer Defensive
2820,Yamami Company,6967126,Consumer Defensive
2831,Hagoromo Foods Corporation,9410561,Consumer Defensive
2897,"Nissin Foods Holdings Co.,Ltd.",287057156,Consumer Defensive
2908,"Fujicco Co., Ltd.",28471700,Consumer Defensive
2922,"Natori Co., Ltd.",12582453,Consumer Defensive
297A,"Alpico Holdings Co., Ltd.",69019144,Industrials
2980,SRE Holdings Corporation,16114912,Real Estate
2984,"Yamaichi Real Estate Co., Ltd",8672012,Real Estate
2993,Choei Inc.,4369968,Real Estate
3010,"Polaris Holdings Co., Ltd.",233912926,Consumer Cyclical
3059,"Hiraki Co.,Ltd.",4867407,Consumer Cyclical
3069,JFLA Holdings Inc.,48227195,Consumer Cyclical
3088,MatsukiyoCocokara & Co.,397927268,Healthcare
3099,Isetan Mitsukoshi Holdings Ltd.,351190403,Consumer Cyclical
3107,"Daiwabo Holdings Co., Ltd.",86913646,Technology
3111,"Omikenshi Co., Ltd.",6597103,Consumer Cyclical
3131,Shinden Hightex Corporation,1885119,Technology
3197,"Skylark Holdings Co., Ltd.",227393580,Consumer Cyclical
3205,Daidoh Limited,27289639,Consumer Cyclical
3232,"Mie Kotsu Group Holdings, Inc.",100522090,Industrials
3237,"Intrance Co.,Ltd.",46492384,Real Estate
3284,"Hoosiers Holdings Co., Ltd.",40901663,Consumer Cyclical
332A,N/A,11450900,Technology
3350,Metaplanet Inc.,1274144633,Consumer Cyclical
3355,Kuriyama Holdings Corporation,19720589,Industrials
3392,"Delica Foods Holdings Co., Ltd.",16243672,Consumer Defensive
3395,"Saint Marc Holdings Co., Ltd.",21428777,Consumer Cyclical
3402,"Toray Industries, Inc.",1464812235,Consumer Cyclical
3405,"Kuraray Co., Ltd.",301209759,Basic Materials
3416,PIXTA Inc.,1734022,Consumer Cyclical
341A,N/A,13581600,Industrials
3422,"J-MAX Co.,Ltd.",11479911,Consumer Cyclical
3431,"Miyaji Engineering Group,Inc.",26518992,Industrials
3435,"Sanko Techno Co., Ltd.",7914465,Industrials
3449,Technoflex Corporation,18333090,Industrials
3457,"&Do Holdings Co.,Ltd.",19968606,Real Estate
3484,"Innovation Holdings CO.,LTD.",16773740,Real Estate
3521,"Thermae-Yu Holdings Co., Ltd.",26450483,Real Estate
3529,"Atsugi Co., Ltd.",16015846,Consumer Cyclical
3556,"RenetJapanGroup,Inc.",14612039,Consumer Cyclical
3569,"Seiren Co.,Ltd.",58647069,Consumer Cyclical
3580,"KOMATSU MATERE Co.,Ltd.",38126144,Consumer Cyclical
3632,"GREE Holdings, Inc.",171750706,Communication Services
3670,"Kyoritsu Computer & Communication Co.,Ltd.",1197804,Technology
3673,"Broadleaf Co., Ltd.",90092009,Technology
3676,"DIGITAL HEARTS HOLDINGS Co., Ltd.",22298804,Technology
3682,"Encourage Technologies Co., Ltd.",6662568,Technology
3723,Nihon Falcom Corporation,9867176,Communication Services
3768,Riskmonster.com,7478154,Industrials
3773,"Advanced Media, Inc.",15660391,Technology
3798,"ULS Group, Inc.",56546380,Technology
3800,UNIRITA Inc.,7610097,Technology
3817,"SRA Holdings, Inc.",12633889,Technology
3834,"Asahi Net, Inc.",25912998,Communication Services
3840,Path Corporation,77235036,Industrials
3848,"Data Applications Company, Limited",6210022,Technology
3896,"Awa Paper & Technological Company, Inc.",10001943,Basic Materials
3925,Double Standard Inc.,13515846,Technology
3932,Akatsuki Inc.,14422269,Communication Services
3939,"Kanamic Network Co.,LTD",47457294,Healthcare
3944,"Furubayashi Shiko Co.,Ltd.",1109419,Consumer Cyclical
3947,"Dynapac Co., Ltd.",9750664,Consumer Cyclical
3954,Showa Paxxs Corporation,4390006,Consumer Cyclical
3979,"Uluru.Co.,Ltd.",27677464,Technology
3992,Needs Well Inc.,37867502,Technology
4004,Resonac Holdings Corporation,180982898,Basic Materials
4027,Tayca Corporation,22830988,Basic Materials
4042,Tosoh Corporation,308637396,Basic Materials
4055,T&S Group Inc.,7522760,Technology
4056,Neural Group Inc.,17190847,Technology
4061,Denka Company Limited,86200611,Basic Materials
4064,"Nippon Carbide Industries Co., Inc.",9325501,Basic Materials
4069,BlueMeme Inc.,3339167,Technology
4072,"Densan System Holdings Co., Ltd.",10707800,Technology
4078,"Sakai Chemical Industry Co., Ltd.",15311249,Basic Materials
4092,"Nippon Chemical Industrial Co., Ltd.",8676751,Basic Materials
4114,"Nippon Shokubai Co., Ltd.",147756968,Basic Materials
4171,"Global Information, Inc.",2968319,Industrials
4180,"Appier Group, Inc.",101957273,Technology
4182,"Mitsubishi Gas Chemical Company, Inc.",194743023,Basic Materials
4183,"Mitsui Chemicals, Inc.",374897197,Basic Materials
4188,Mitsubishi Chemical Group Corporation,1358555042,Basic Materials
4205,Zeon Corporation,191345507,Basic Materials
4208,UBE Corporation,97140106,Basic Materials
4212,Sekisui Jushi Corporation,29967230,Industrials
421A,N/A,8442200,Industrials
4231,Tigers Polymer Corporation,19637605,Basic Materials
4242,Takagi Seiko Corporation,2798993,Basic Materials
4243,"Nix, Inc.",2322757,Basic Materials
4246,DaikyoNishikawa Corporation,65864124,Consumer Cyclical
4258,AMIYA Corporation,8210604,Technology
4264,"Secure, Inc.",6206332,Industrials
4274,"Hosoya Pyro-Engineering Co., Ltd.",4002465,Basic Materials
4290,Prestige International Inc.,124734777,Industrials
4293,"Septeni Holdings Co., Ltd.",207425109,Communication Services
4299,"HIMACS, Ltd.",10423092,Technology
429A,N/A,99291220,Technology
4331,"Take and Give. Needs Co., Ltd",14602143,Consumer Cyclical
4356,"Applied Technology Co., Ltd.",5709631,Technology
4367,"Koei Chemical Company, Limited",4891020,Basic Materials
4379,Photosynth inc.,15444900,Technology
4389,"Property Data Bank, Inc.",11822295,Technology
4396,System Support Holdings Inc.,20710344,Technology
4409,"Toho Chemical Industry Company, Limited",21027985,Basic Materials
4415,"Broad Enterprise Co.,Ltd.",6144694,Communication Services
4449,giftee Inc.,29778239,Consumer Cyclical
4461,DKS Co. Ltd.,10581579,Basic Materials
4471,"Sanyo Chemical Industries, Ltd.",22121564,Basic Materials
4478,freee K.K.,59235644,Technology
4480,"Medley, Inc.",30068714,Healthcare
4488,AI inside Inc.,3954079,Technology
4495,"i Cubed Systems, Inc.",4890582,Technology
4502,Takeda Pharmaceutical Company Limited,1579596411,Healthcare
4506,"Sumitomo Pharma Co., Ltd.",397289173,Healthcare
4521,"Kaken Pharmaceutical Co., Ltd.",37868340,Healthcare
4524,"Morishita Jintan Co., Ltd.",4098745,Healthcare
4526,"Riken Vitamin Co., Ltd.",29187811,Consumer Defensive
4527,"Rohto Pharmaceutical Co.,Ltd.",225964368,Consumer Defensive
4540,Tsumura & Co.,74336328,Healthcare
4548,Seikagaku Corporation,54602994,Healthcare
4552,"JCR Pharmaceuticals Co., Ltd.",121983806,Healthcare
4570,"Immuno-Biological Laboratories Co., Ltd.",9313458,Healthcare
4587,PeptiDream Inc.,129213965,Healthcare
4593,Healios K.K.,135001900,Healthcare
4595,"Mizuho Medy Co.,Ltd.",19048650,Healthcare
4611,"Dai Nippon Toryo Company, Limited",28555354,Basic Materials
4628,"Sk Kaken Co.,Ltd.",13490125,Basic Materials
4635,"Tokyo Printing Ink Mfg. Co., Ltd.",12496910,Basic Materials
4658,"Nippon Air conditioning Services Co., Ltd.",34634652,Industrials
4680,Round One Corporation,262872847,Consumer Cyclical
4687,TDC SOFT Inc.,47138595,Technology
4694,"BML, Inc.",37483599,Healthcare
4751,"CyberAgent, Inc.",506818893,Communication Services
4761,SAKURA KCS Corporation,11199211,Technology
4801,"Central Sports Co., Ltd.",11200613,Consumer Cyclical
4809,Paraca Inc.,10143448,Industrials
4816,"Toei Animation Co.,Ltd.",204312971,Communication Services
4847,Intelligent Wave Inc.,26184058,Technology
4888,Stella Pharma Corporation,34024993,Healthcare
4889,Renascience Inc.,12711700,Healthcare
4926,"C'BON COSMETICS Co.,Ltd.",4160510,Consumer Defensive
4928,"Noevir Holdings Co., Ltd.",34156207,Consumer Defensive
4931,"Shinnihonseiyaku Co., Ltd.",21145708,Consumer Cyclical
4933,"I-ne CO., LTD.",17487129,Consumer Defensive
4966,"C.Uyemura & Co.,Ltd.",16088162,Basic Materials
4974,Takara Bio Inc.,120415487,Healthcare
4979,"OAT Agrio Co., Ltd.",10086835,Basic Materials
4980,Dexerials Corporation,167507741,Technology
4985,Earth Corporation,21847495,Consumer Defensive
4997,"Nihon Nohyaku Co., Ltd.",78325851,Basic Materials
504A,Innovacell Inc.,41735702,Healthcare
5071,"VIS Co., Ltd.",8368927,Industrials
5076,INFRONEER Holdings Inc.,252592076,Industrials
5184,"Nichirin Co., Ltd.",13194254,Consumer Cyclical
5232,"Sumitomo Osaka Cement Co., Ltd.",31693634,Basic Materials
5254,Arent Inc.,6857508,Technology
5288,Asia Pile Holdings Corporation,38088850,Basic Materials
5301,"Tokai Carbon Co., Ltd.",213506499,Basic Materials
5368,"Japan Insulation Co., Ltd.",8667957,Industrials
5401,Nippon Steel Corporation,5226349785,Basic Materials
5458,Takasago Tekko K.K.,3002139,Basic Materials
5463,Maruichi Steel Tube Ltd.,221150182,Basic Materials
5599,N/A,5528937,Technology
5631,"The Japan Steel Works, Ltd.",73610894,Industrials
5632,"Mitsubishi Steel Mfg. Co., Ltd.",15121400,Basic Materials
5706,"Mitsui Kinzoku Company, Limited",57212963,Industrials
5711,Mitsubishi Materials Corporation,130679509,Basic Materials
5753,"Nippon Shindo Co., Ltd.",2137002,Basic Materials
5757,"CK SAN-ETSU Co., Ltd.",8435804,Industrials
5911,Yokogawa Bridge Holdings Corp.,39356522,Industrials
5915,Komaihaltec Inc.,4582230,Industrials
5951,"Dainichi Co., Ltd.",16185003,Consumer Cyclical
5956,"Toso Company, Limited",8837226,Consumer Cyclical
5957,"Nittoseiko Co.,Ltd.",36302035,Industrials
5962,"Asaka Industrial Co., Ltd.",960601,Industrials
5973,Toami Corporation,5668565,Basic Materials
5974,"Chugokukogyo Co.,Ltd.",3264404,Utilities
5976,"Neturen Co., Ltd.",32604788,Basic Materials
5985,Suncall Corporation,30291481,Consumer Cyclical
5997,Kyoritsu Air Tech Inc.,4824656,Industrials
6022,Akasaka Diesels Limited,1338541,Industrials
6027,"Bengo4.com,Inc.",22610778,Industrials
6030,"Adventure, Inc.",7299177,Consumer Cyclical
6055,"JAPAN MATERIAL Co., Ltd.",102774180,Industrials
6059,"UCHIYAMA HOLDINGS Co.,Ltd.",19405764,Healthcare
6087,"ABIST Co.,Ltd.",3979158,Industrials
6090,"Human Metabolome Technologies, Inc.",5590279,Healthcare
6101,Tsugami Corporation,46687578,Industrials
6125,"Okamoto Machine Tool Works, Ltd.",6610525,Industrials
6165,"Punch Industry Co., Ltd.",27536119,Industrials
6181,Tameny Inc.,44968571,Consumer Cyclical
6186,"Ichikura Co., Ltd.",5528328,Consumer Cyclical
6193,"Virtualex Holdings, Inc.",2815524,Technology
6197,Solasto Corporation,90691224,Healthcare
6235,"Optorun Co.,Ltd.",39862438,Industrials
6246,Techno Smart Corp.,11440655,Industrials
6262,"Pegasus Co., Ltd.",23941524,Industrials
6269,"MODEC, Inc.",68340671,Energy
6284,"Nissei ASB Machine Co., Ltd.",14991108,Industrials
6292,"Kawata Mfg. Co., Ltd.",6985634,Industrials
6298,"Y.A.C. Holdings Co., Ltd.",17915886,Technology
6306,"Nikko Co., Ltd.",38535274,Industrials
6317,Kitagawa Corporation,9252141,Industrials
6324,Harmonic Drive Systems Inc.,94666789,Industrials
6334,"Meiji Machine Co., Ltd.",10768706,Industrials
6339,"Sintokogio,Ltd.",52516641,Industrials
6342,"Taihei Machinery Works, Limited",1301229,Basic Materials
6346,"Kikukawa Enterprise, Inc.",1212981,Industrials
6358,"Sakai Heavy Industries, Ltd.",8575394,Industrials
6368,Organo Corporation,45982551,Industrials
6371,Tsubakimoto Chain Co.,97476306,Industrials
6379,RAIZNEXT Corporation,54014509,Industrials
6384,"Showa Shinku Co., Ltd.",6175751,Industrials
6405,Suzumo Machinery Company Limited,11157691,Industrials
6412,Heiwa Corporation,98627170,Consumer Cyclical
6417,"Sankyo Co., Ltd.",197513679,Consumer Cyclical
6418,"Japan Cash Machine Co., Ltd.",27127161,Industrials
6464,"Tsubaki Nakashima Co., Ltd.",38252942,Industrials
6485,"Maezawa Kyuso Industries Co.,Ltd.",20358078,Industrials
6486,"Eagle Industry Co.,Ltd.",45358370,Industrials
6495,"Miyairi Valve Mfg. Co., Ltd.",48155324,Industrials
6497,Hamai Industries Ltd.,6701900,Industrials
6498,KITZ Corporation,86924986,Industrials
6518,"Sanso Electric Co.,Ltd.",4577353,Industrials
6523,PHC Holdings Corporation,126509854,Healthcare
6524,"Kohoku Kogyo CO.,LTD.",25905502,Technology
6525,N/A,233439592,Technology
6540,Semba Corporation,10670215,Industrials
6547,"Greens Co.,Ltd.",13735448,Consumer Cyclical
6548,Tabikobo Co. Ltd.,19761496,Consumer Cyclical
6549,"DM Solutions Co.,Ltd",2760634,Communication Services
6551,"Tsunagu Group Holdings, Inc.",8297420,Industrials
6570,Kyowa Corporation,5968863,Consumer Cyclical
6590,Shibaura Mechatronics Corporation,65639645,Technology
6620,"Miyakoshi Holdings, Inc.",40013983,Financial Services
6625,JALCO Holdings Inc.,110370222,Technology
6638,"Mimaki Engineering Co., Ltd.",28932585,Technology
6645,OMRON Corporation,196630370,Technology
6648,Kawaden Corporation,16015670,Industrials
6674,GS Yuasa Corporation,100320636,Consumer Cyclical
6694,Zoom Corporation,4325327,Technology
6748,"Seiwa Electric Mfg. Co., Ltd.",12884002,Industrials
6785,"Suzuki Co.,Ltd.",14359283,Technology
6787,"Meiko Electronics Co., Ltd.",25661312,Technology
6800,"Yokowo Co., Ltd.",23310605,Technology
6845,Azbil Corporation,507288529,Industrials
6871,"Micronics Japan Co., Ltd.",38764228,Technology
6914,"OPTEX GROUP Company, Limited",35620589,Technology
6941,"Yamaichi Electronics Co.,Ltd.",18397378,Technology
7067,Branding Technology Inc.,1575715,Communication Services
7081,"Koyou Rentia Co., Ltd.",11121958,Industrials
7096,StemCell Institute Inc.,10070188,Healthcare
7122,"The Kinki Sharyo Co., Ltd.",6880135,Industrials
7157,Lifenet Insurance Company,80340321,Financial Services
7167,"Mebuki Financial Group,Inc.",938553005,Financial Services
7187,"J-Lease Co.,Ltd.",17931776,Real Estate
7191,Entrust Inc.,22373023,Financial Services
7201,"Nissan Motor Co., Ltd.",3495738912,Consumer Cyclical
7202,Isuzu Motors Limited,687237682,Consumer Cyclical
7208,Kanemitsu Corporation,5098182,Consumer Cyclical
7222,"Nissan Shatai Co., Ltd.",135452698,Consumer Cyclical
7238,"Akebono Brake Industry Co., Ltd.",271430356,Consumer Cyclical
7240,NOK Corporation,158439879,Consumer Cyclical
7242,KYB Corporation,42429641,Consumer Cyclical
7276,"Koito Manufacturing Co., Ltd.",267124180,Consumer Cyclical
7292,Murakami Corporation,11585253,Consumer Cyclical
7296,"F.C.C. Co., Ltd.",48435378,Consumer Cyclical
7299,Fuji Oozx Inc.,9833323,Consumer Cyclical
7305,"Araya Industrial Co., Ltd.",9533898,Basic Materials
7314,"Odawara Auto-Machine Mfg. Co., Ltd.",3157543,Industrials
7320,Solvvy Inc.,11269554,Technology
7337,"Hirogin Holdings, Inc.",298564391,Financial Services
7361,"Human Creation Holdings, Inc.",3093143,Industrials
7374,Interworks Confidence Inc.,6248553,Industrials
7456,"MATSUDA SANGYO Co., Ltd.",25841916,Basic Materials
7458,"Daiichikosho Co., Ltd.",103376893,Consumer Cyclical
7476,AS ONE Corporation,71266110,Healthcare
7482,"Shimojima Co., Ltd.",23390636,Consumer Cyclical
7508,G-7 Holdings Inc.,43718608,Consumer Defensive
7522,"Watami Co., Ltd.",40104960,Consumer Cyclical
7531,Seiwa Chuo Holdings Corporation,3933891,Basic Materials
7532,Pan Pacific International Holdings Corporation,2988513375,Consumer Defensive
7551,"Weds Co., Ltd.",16038127,Consumer Cyclical
7554,Kourakuen Corporation,19109399,Consumer Cyclical
7561,Hurxley Corporation,18491134,Consumer Cyclical
7585,Kan-Nanmaru Corporation,3811476,Consumer Cyclical
7602,"Ledax Co.,Ltd.",20729116,Consumer Cyclical
7613,SIIX Corporation,47137653,Technology
7637,"Hakudo Co., Ltd.",11341709,Industrials
7698,Iceco Inc.,3918104,Consumer Defensive
7715,"Nagano Keiki Co., Ltd.",18572855,Technology
7726,Kuroda Precision Industries Ltd.,5593136,Industrials
7729,"Tokyo Seimitsu Co., Ltd.",40577178,Technology
7734,"Riken Keiki Co., Ltd.",45455784,Industrials
7735,"SCREEN Holdings Co., Ltd.",189088106,Technology
7745,"A&D HOLON Holdings Company, Limited",27387381,Technology
7760,IMV Corporation,15912186,Technology
7762,"Citizen Watch Co., Ltd.",243995209,Consumer Cyclical
7776,CellSeed Inc.,38474163,Healthcare
7780,"Menicon Co., Ltd.",74124964,Healthcare
7794,EDP Corporation,14544189,Consumer Cyclical
7822,"Eidai Co.,Ltd.",44195382,Consumer Cyclical
7826,"Furuya Metal Co., Ltd.",24599305,Technology
7833,IFIS Japan Ltd.,9634695,Industrials
7863,"Hiraga Co.,Ltd.",2874970,Industrials
7864,"Fuji Seal International, Inc.",53332766,Consumer Cyclical
7877,"Eidai Kako Co.,Ltd.",1230086,Basic Materials
7898,"Wood One Co.,Ltd.",9308639,Consumer Cyclical
7912,"Dai Nippon Printing Co., Ltd.",431433047,Industrials
7936,ASICS Corporation,708638381,Consumer Cyclical
7943,Nichiha Corporation,33203871,Industrials
7979,Shofu Inc.,35589325,Healthcare
7990,"Globeride, Inc.",21799639,Consumer Cyclical
7991,"Mamiya-OP Co., Ltd.",10328232,Industrials
8029,Look Holdings Incorporated,7483514,Consumer Cyclical
8032,Japan Pulp and Paper Company Limited,114074970,Basic Materials
8050,Seiko Group Corporation,81742292,Consumer Cyclical
8051,Yamazen Corporation,85836695,Industrials
8061,Seika Corporation,36022767,Industrials
8075,Shinsho Corporation,26422373,Basic Materials
8081,Kanaden Corporation,22295839,Industrials
8107,Kimuratan Corporation,275384778,Consumer Cyclical
8111,Goldwin Inc.,136740731,Consumer Cyclical
8129,"Toho Holdings Co., Ltd.",64701832,Healthcare
8130,Sangetsu Corporation,58770007,Consumer Cyclical
8136,"Sanrio Company, Ltd.",1212453995,Consumer Cyclical
8138,Sankyo Kasei Corporation,897722,Basic Materials
8151,TOYO Corporation,21570925,Technology
8160,"Kisoji Co., Ltd.",28159964,Consumer Cyclical
8225,"Takachiho Co.,Ltd.",699338,Consumer Cyclical
8226,Rikei Corporation,15119373,Technology
8316,"Sumitomo Mitsui Financial Group, Inc.",3818003356,Financial Services
8341,"The 77 Bank, Ltd.",223101564,Financial Services
8354,"Fukuoka Financial Group, Inc.",188965138,Financial Services
8366,"The Shiga Bank, Ltd.",229879370,Financial Services
8524,"North Pacific Bank,Ltd.",375325316,Financial Services
8542,"Tomato Bank, Ltd.",11543432,Financial Services
8550,"The Tochigi Bank, Ltd.",104132738,Financial Services
8551,"The Kita-Nippon Bank, Ltd.",8192659,Financial Services
8562,"The Fukushima Bank, Ltd.",34872490,Financial Services
8772,"Asax Co., Ltd.",32976000,Financial Services
8801,"Mitsui Fudosan Co., Ltd.",2725826299,Real Estate
8802,"Mitsubishi Estate Co., Ltd.",1210081185,Real Estate
8804,"Tokyo Tatemono Co., Ltd.",207606566,Real Estate
8818,"Keihanshin Building Co., Ltd.",47702521,Real Estate
8830,"Sumitomo Realty & Development Co., Ltd.",926168125,Real Estate
8912,Area Quest Inc.,16025800,Real Estate
8920,"Tosho Co., Ltd.",36419507,Industrials
8945,SUNNEXTA GROUP Inc.,9236564,Real Estate
8946,Asian Star Co.,23725000,Real Estate
9007,"Odakyu Electric Railway Co., Ltd.",345219651,Industrials
9010,"Fuji Kyuko Co., Ltd.",53097995,Industrials
9025,"Konoike Transport Co.,Ltd.",53099618,Industrials
