SecCode,EdinetCode,FilerName,DocTypeCode,DocDescription,DocDescriptionEN,SubmitDateTime,PeriodStart,PeriodEnd,DocID,EnglishDocFlag,PdfFlag
8798,E05280,株式会社アドバンスクリエイト,236,訂正内部統制報告書－第29期(2023/10/01－2024/09/30),Amended Internal Control Report - 29th term (2023/10/01 - 2024/09/30),2026-08-14 17:15,,,S100YWHS,0,1
8798,E05280,株式会社アドバンスクリエイト,236,訂正内部統制報告書－第30期(2024/10/01－2025/09/30),Amended Internal Control Report - 30th term (2024/10/01 - 2025/09/30),2026-08-14 17:15,,,S100YWI5,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YX4W,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YX4X,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YX4Z,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YX50,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YX51,0,1
8798,E05280,株式会社アドバンスクリエイト,160,半期報告書－第31期(2025/10/01－2026/09/30),Semi-annual report - 31st period (2025/10/01 - 2026/09/30),2026-08-14 17:15,2025-10-01,2026-09-30,S100YWG0,0,1
8798,E05280,株式会社アドバンスクリエイト,135,確認書,confirmation letter,2026-08-14 17:15,,,S100YWG5,0,1
8798,E05280,株式会社アドバンスクリエイト,130,訂正有価証券報告書－第27期(2021/10/01－2022/09/30),Amended Securities Report - 27th period (2021/10/01 - 2022/09/30),2026-08-14 17:14,,,S100YWGT,0,1
8798,E05280,株式会社アドバンスクリエイト,130,訂正有価証券報告書－第26期(2020/10/01－2021/09/30),Amended Securities Report - 26th period (2020/10/01 - 2021/09/30),2026-08-14 17:13,,,S100YWGI,0,1
4118,E00879,株式会社カネカ,090,訂正発行登録書,Amended Shelf Registration Statement,2026-08-14 17:12,,,S100YWS2,0,1
7096,E35563,株式会社ステムセル研究所,180,臨時報告書,extraordinary report,2026-08-14 17:10,,,S100YX4O,0,1
4118,E00879,株式会社カネカ,190,訂正臨時報告書,Correction extraordinary report,2026-08-14 17:10,,,S100YX0Q,0,1
7790,E36031,株式会社バルコス,135,確認書,confirmation letter,2026-08-14 17:09,,,S100YX44,0,1
7790,E36031,株式会社バルコス,180,臨時報告書,extraordinary report,2026-08-14 17:09,,,S100YX40,0,1
7790,E36031,株式会社バルコス,160,半期報告書－第36期(2026/01/01－2026/12/31),Semi-annual report - 36th period (2026/01/01 - 2026/12/31),2026-08-14 17:08,2026-01-01,2026-12-31,S100YX4E,0,1
3777,E05510,株式会社環境フレンドリーホールディングス,135,確認書,confirmation letter,2026-08-14 17:03,,,S100YX4M,0,1
5028,E37506,セカンドサイトアナリティカ株式会社,160,半期報告書－第11期(2026/01/01－2026/12/31),Semi-annual report - 11th term (2026/01/01 - 2026/12/31),2026-08-14 17:02,2026-01-01,2026-12-31,S100YWUE,0,1
5028,E37506,セカンドサイトアナリティカ株式会社,135,確認書,confirmation letter,2026-08-14 17:02,,,S100YWYG,0,1
4563,E05301,アンジェス株式会社,135,確認書,confirmation letter,2026-08-14 17:02,,,S100YX23,0,1
4563,E05301,アンジェス株式会社,160,半期報告書－第28期(2026/01/01－2026/12/31),Semi-annual report - 28th period (2026/01/01 - 2026/12/31),2026-08-14 17:01,2026-01-01,2026-12-31,S100YWS4,0,1
3777,E05510,株式会社環境フレンドリーホールディングス,160,半期報告書－第33期(2026/01/01－2026/12/31),Semi-annual report - 33rd term (2026/01/01 - 2026/12/31),2026-08-14 16:59,2026-01-01,2026-12-31,S100YX4K,0,1
4563,E05301,アンジェス株式会社,030,有価証券届出書（参照方式）,Securities registration statement (reference method),2026-08-14 16:56,,,S100YX4J,0,1
9612,E04914,株式会社ラックランド,180,臨時報告書,extraordinary report,2026-08-14 16:52,,,S100YX2Z,0,1
7093,E35514,アディッシュ株式会社,135,確認書,confirmation letter,2026-08-14 16:51,,,S100YWVM,0,1
7093,E35514,アディッシュ株式会社,160,半期報告書－第13期(2026/01/01－2026/12/31),Semi-annual report - 13th term (2026/01/01 - 2026/12/31),2026-08-14 16:49,2026-01-01,2026-12-31,S100YWVJ,0,1
9563,E37985,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,135,確認書,confirmation letter,2026-08-14 16:48,,,S100YWXN,0,1
9563,E37985,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,160,半期報告書－第9期(2026/01/01－2026/12/31),Semi-annual report - 9th period (2026/01/01 - 2026/12/31),2026-08-14 16:47,2026-01-01,2026-12-31,S100YWXJ,0,1
5241,E38373,株式会社日本オーエー研究所,135,確認書,confirmation letter,2026-08-14 16:42,,,S100YWEX,0,1
9257,E37220,ＹＣＰホールディングス（グローバル）リミテッド,135,確認書－第6期(2026/01/01－2026/12/31),Confirmation letter - 6th term (2026/01/01 - 2026/12/31),2026-08-14 16:40,,,S100YW2T,0,1
5241,E38373,株式会社日本オーエー研究所,160,半期報告書－第45期(2026/01/01－2026/12/31),Semi-annual report - 45th period (2026/01/01 - 2026/12/31),2026-08-14 16:40,2026-01-01,2026-12-31,S100YWES,0,1
9257,E37220,ＹＣＰホールディングス（グローバル）リミテッド,160,半期報告書－第6期(2026/01/01－2026/12/31),Semi-annual report - 6th term (2026/01/01 - 2026/12/31),2026-08-14 16:38,2026-01-01,2026-12-31,S100YW2N,0,1
7793,E37419,株式会社イメージ・マジック,135,確認書,confirmation letter,2026-08-14 16:34,,,S100YX2E,0,1
5868,E39136,株式会社ロココ,135,確認書,confirmation letter,2026-08-14 16:34,,,S100YWZL,0,1
7793,E37419,株式会社イメージ・マジック,160,半期報告書－第32期(2026/01/01－2026/12/31),Semi-annual report - 32nd period (2026/01/01 - 2026/12/31),2026-08-14 16:33,2026-01-01,2026-12-31,S100YX29,0,1
5868,E39136,株式会社ロココ,160,半期報告書－第33期(2026/01/01－2026/12/31),Semi-annual report - 33rd term (2026/01/01 - 2026/12/31),2026-08-14 16:33,2026-01-01,2026-12-31,S100YWZD,0,1
7363,E36431,株式会社ベビーカレンダー,135,確認書,confirmation letter,2026-08-14 16:31,,,S100YX2K,0,1
7363,E36431,株式会社ベビーカレンダー,160,半期報告書－第36期(2026/01/01－2026/12/31),Semi-annual report - 36th period (2026/01/01 - 2026/12/31),2026-08-14 16:30,2026-01-01,2026-12-31,S100YX2J,0,1
6592,E01944,マブチモーター株式会社,135,確認書,confirmation letter,2026-08-14 16:30,,,S100YWZH,0,1
6592,E01944,マブチモーター株式会社,160,半期報告書－第86期(2026/01/01－2026/12/31),Semi-annual report - 86th period (2026/01/01 - 2026/12/31),2026-08-14 16:29,2026-01-01,2026-12-31,S100YWZC,0,1
7366,E36134,株式会社ＬＩＴＡＬＩＣＯ,220,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Own stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:24,,,S100YX48,0,1
6721,E02083,ウインテスト株式会社,135,確認書,confirmation letter,2026-08-14 16:23,,,S100YX47,0,1
6721,E02083,ウインテスト株式会社,160,半期報告書－第34期(2026/01/01－2026/12/31),Semi-annual report - 34th term (2026/01/01 - 2026/12/31),2026-08-14 16:22,2026-01-01,2026-12-31,S100YX46,0,1
3976,E32855,株式会社シャノン,135,確認書,confirmation letter,2026-08-14 16:19,,,S100YX45,0,1
3775,E05497,株式会社ガイアックス,135,確認書,confirmation letter,2026-08-14 16:19,,,S100YX3U,0,1
3976,E32855,株式会社シャノン,160,半期報告書－第26期(2026/01/01－2026/06/30),Semi-annual report - 26th period (2026/01/01 - 2026/06/30),2026-08-14 16:18,2026-01-01,2026-06-30,S100YX3Y,0,1
2597,E00505,株式会社ユニカフェ,135,確認書,confirmation letter,2026-08-14 16:16,,,S100YX3R,0,1
7936,E02378,株式会社アシックス,090,訂正発行登録書,Amended Shelf Registration Statement,2026-08-14 16:16,,,S100YWXZ,0,1
3196,E30898,株式会社ホットランドホールディングス,135,確認書,confirmation letter,2026-08-14 16:15,,,S100YX3V,0,1
6276,E01675,シリウスビジョン株式会社,135,確認書,confirmation letter,2026-08-14 16:15,,,S100YX3S,0,1
3479,E20616,株式会社ＴＫＰ,220,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Own stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:15,,,S100YVFO,0,1
6573,E33868,ＣＲＡＶＩＡ株式会社,135,確認書,confirmation letter,2026-08-14 16:14,,,S100YX3W,0,1
3196,E30898,株式会社ホットランドホールディングス,160,半期報告書－第36期(2026/01/01－2026/12/31),Semi-annual report - 36th period (2026/01/01 - 2026/12/31),2026-08-14 16:14,2026-01-01,2026-12-31,S100YX3T,0,1
6276,E01675,シリウスビジョン株式会社,160,半期報告書－第48期(2026/01/01－2026/12/31),Semi-annual report - 48th period (2026/01/01 - 2026/12/31),2026-08-14 16:13,2026-01-01,2026-12-31,S100YX3P,0,1
2597,E00505,株式会社ユニカフェ,160,半期報告書－第55期(2026/01/01－2026/12/31),Semi-annual report - 55th term (2026/01/01 - 2026/12/31),2026-08-14 16:13,2026-01-01,2026-12-31,S100YX3N,0,1
6561,E33602,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,135,確認書,confirmation letter,2026-08-14 16:12,,,S100YWKL,0,1
9344,E38452,アクシスコンサルティング株式会社,180,臨時報告書,extraordinary report,2026-08-14 16:11,,,S100YWV7,0,1
6561,E33602,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,160,半期報告書－第22期(2026/01/01－2026/12/31),Semi-annual report - 22nd term (2026/01/01 - 2026/12/31),2026-08-14 16:11,2026-01-01,2026-12-31,S100YWK7,0,1
3053,E03478,株式会社ペッパーフードサービス,135,確認書,confirmation letter,2026-08-14 16:10,,,S100YX3D,0,1
7936,E02378,株式会社アシックス,180,臨時報告書,extraordinary report,2026-08-14 16:10,,,S100YWSA,0,1
3053,E03478,株式会社ペッパーフードサービス,160,半期報告書－第42期(2026/01/01－2026/12/31),Semi-annual report - 42nd term (2026/01/01 - 2026/12/31),2026-08-14 16:09,2026-01-01,2026-12-31,S100YX3K,0,1
7936,E02378,株式会社アシックス,135,確認書,confirmation letter,2026-08-14 16:07,,,S100YWS8,0,1
3775,E05497,株式会社ガイアックス,160,半期報告書－第29期(2026/01/01－2026/12/31),Semi-annual report - 29th term (2026/01/01 - 2026/12/31),2026-08-14 16:07,2026-01-01,2026-12-31,S100YWS1,0,1
7362,E36353,株式会社Ｔ．Ｓ．Ｉ,160,半期報告書－第17期(2026/01/01－2026/12/31),Semi-annual report - 17th period (2026/01/01 - 2026/12/31),2026-08-14 16:06,2026-01-01,2026-12-31,S100YWR4,0,1
4477,E35163,ＢＡＳＥ株式会社,220,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Own stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:06,,,S100YWR7,0,1
6081,E30053,アライドアーキテクツ株式会社,135,確認書,confirmation letter,2026-08-14 16:06,,,S100YWYS,0,1
7362,E36353,株式会社Ｔ．Ｓ．Ｉ,135,確認書,confirmation letter,2026-08-14 16:06,,,S100YWR6,0,1
4324,E04760,株式会社電通グループ,135,確認書,confirmation letter,2026-08-14 16:06,,,S100YWBH,0,1
5255,E38477,株式会社モンスターラボ,135,確認書,confirmation letter,2026-08-14 16:06,,,S100YX3M,0,1
2215,E00377,第一屋製パン株式会社,135,確認書,confirmation letter,2026-08-14 16:05,,,S100YWS6,0,1
4324,E04760,株式会社電通グループ,160,半期報告書－第178期(2026/01/01－2026/12/31),Semi-annual report - 178th term (2026/01/01 - 2026/12/31),2026-08-14 16:05,2026-01-01,2026-12-31,S100YWAP,0,1
6081,E30053,アライドアーキテクツ株式会社,160,半期報告書－第22期(2026/01/01－2026/12/31),Semi-annual report - 22nd term (2026/01/01 - 2026/12/31),2026-08-14 16:05,2026-01-01,2026-12-31,S100YWYL,0,1
3667,E27047,株式会社ｅｎｉｓｈ,135,確認書,confirmation letter,2026-08-14 16:05,,,S100YWNF,0,1
8035,E02652,東京エレクトロン株式会社,220,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Own stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:05,,,S100YVLZ,0,1
5240,E38157,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,135,確認書,confirmation letter,2026-08-14 16:04,,,S100YX06,0,1
9211,E37176,株式会社エフ・コード,135,確認書,confirmation letter,2026-08-14 16:04,,,S100YX3C,0,1
7685,E35116,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,135,確認書,confirmation letter,2026-08-14 16:04,,,S100YVNJ,0,1
7936,E02378,株式会社アシックス,160,半期報告書－第73期(2026/01/01－2026/06/30),Semi-annual report - 73rd period (2026/01/01 - 2026/06/30),2026-08-14 16:04,2026-01-01,2026-06-30,S100YWS7,0,1
3667,E27047,株式会社ｅｎｉｓｈ,160,半期報告書－第18期(2026/01/01－2026/12/31),Semi-annual report - 18th term (2026/01/01 - 2026/12/31),2026-08-14 16:04,2026-01-01,2026-12-31,S100YWN8,0,1
7707,E02338,プレシジョン・システム・サイエンス株式会社,180,臨時報告書,extraordinary report,2026-08-14 16:04,,,S100YX0C,0,1
7782,E32784,株式会社シンシア,135,確認書,confirmation letter,2026-08-14 16:04,,,S100YWE9,0,1
5255,E38477,株式会社モンスターラボ,160,半期報告書－第21期(2026/01/01－2026/12/31),Semi-annual report - 21st term (2026/01/01 - 2026/12/31),2026-08-14 16:04,2026-01-01,2026-12-31,S100YX3I,0,1
9211,E37176,株式会社エフ・コード,160,半期報告書－第21期(2026/01/01－2026/12/31),Semi-annual report - 21st term (2026/01/01 - 2026/12/31),2026-08-14 16:03,2026-01-01,2026-12-31,S100YX39,0,1
9973,E02775,ＫＯＺＯホールディングス株式会社,135,確認書,confirmation letter,2026-08-14 16:03,,,S100YX0O,0,1
2215,E00377,第一屋製パン株式会社,160,半期報告書－第85期(2026/01/01－2026/12/31),Semi-annual report - 85th term (2026/01/01 - 2026/12/31),2026-08-14 16:03,2026-01-01,2026-12-31,S100YWS3,0,1
7685,E35116,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,160,半期報告書－第26期(2026/01/01－2026/12/31),Semi-annual report - 26th period (2026/01/01 - 2026/12/31),2026-08-14 16:03,2026-01-01,2026-12-31,S100YVNE,0,1
5240,E38157,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,160,半期報告書－第14期(2026/01/01－2026/12/31),Semi-annual report - 14th term (2026/01/01 - 2026/12/31),2026-08-14 16:03,2026-01-01,2026-12-31,S100YX03,0,1
7782,E32784,株式会社シンシア,160,半期報告書－第19期(2026/01/01－2026/12/31),Semi-annual report - 19th term (2026/01/01 - 2026/12/31),2026-08-14 16:03,2026-01-01,2026-12-31,S100YWE7,0,1
2160,E05712,株式会社ジーエヌアイグループ,135,確認書,confirmation letter,2026-08-14 16:02,,,S100YX2N,0,1
9246,E36896,株式会社プロジェクトホールディングス,135,確認書,confirmation letter,2026-08-14 16:02,,,S100YWRR,0,1
4371,E36897,株式会社コアコンセプト・テクノロジー,135,確認書,confirmation letter,2026-08-14 16:02,,,S100YWUO,0,1
9973,E02775,ＫＯＺＯホールディングス株式会社,160,半期報告書－第59期(2026/01/01－2026/06/30),Semi-annual report - 59th period (2026/01/01 - 2026/06/30),2026-08-14 16:02,2026-01-01,2026-06-30,S100YX0M,0,1
8202,E03101,ラオックスホールディングス株式会社,135,確認書,confirmation letter,2026-08-14 16:01,,,S100YWO7,0,1
2721,E05241,株式会社ジェイホールディングス,160,半期報告書－第35期(2026/01/01－2026/12/31),Semi-annual report - 35th term (2026/01/01 - 2026/12/31),2026-08-14 16:01,2026-01-01,2026-12-31,S100YWDH,0,1
2160,E05712,株式会社ジーエヌアイグループ,160,半期報告書－第26期(2026/01/01－2026/12/31),Semi-annual report - 26th period (2026/01/01 - 2026/12/31),2026-08-14 16:01,2026-01-01,2026-12-31,S100YX24,0,1
3904,E31093,株式会社カヤック,135,確認書,confirmation letter,2026-08-14 16:01,,,S100YWN5,0,1
4371,E36897,株式会社コアコンセプト・テクノロジー,160,半期報告書－第18期(2026/01/01－2026/12/31),Semi-annual report - 18th term (2026/01/01 - 2026/12/31),2026-08-14 16:01,2026-01-01,2026-12-31,S100YWTW,0,1
4477,E35163,ＢＡＳＥ株式会社,230,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Amended treasury stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:01,,,S100YWP4,0,1
9246,E36896,株式会社プロジェクトホールディングス,160,半期報告書－第11期(2026/01/01－2026/12/31),Semi-annual report - 11th term (2026/01/01 - 2026/12/31),2026-08-14 16:01,2026-01-01,2026-12-31,S100YWRM,0,1
2721,E05241,株式会社ジェイホールディングス,135,確認書,confirmation letter,2026-08-14 16:01,,,S100YWDL,0,1
6573,E33868,ＣＲＡＶＩＡ株式会社,160,半期報告書－第20期(2026/01/01－2026/12/31),Semi-annual report - 20th period (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YWEU,0,1
4235,E01061,ウルトラファブリックス・ホールディングス株式会社,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YW2M,0,1
7112,E37960,株式会社キューブ,160,半期報告書－第33期(2026/01/01－2026/12/31),Semi-annual report - 33rd term (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YWXI,0,1
4493,E35354,株式会社サイバーセキュリティクラウド,160,半期報告書－第17期(2026/01/01－2026/12/31),Semi-annual report - 17th period (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YX2X,0,1
6268,E01726,ナブテスコ株式会社,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YUCO,0,1
4477,E35163,ＢＡＳＥ株式会社,230,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Amended treasury stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 16:00,,,S100YWQK,0,1
4448,E35124,株式会社ｋｕｂｅｌｌ,160,半期報告書－第23期(2026/01/01－2026/12/31),Semi-annual report - 23rd term (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YX0P,0,1
6034,E31071,ＭＲＴ株式会社,160,半期報告書－第28期(2026/01/01－2026/12/31),Semi-annual report - 28th period (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YX1X,0,1
7112,E37960,株式会社キューブ,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YWXV,0,1
4766,E05098,株式会社ピーエイ,160,半期報告書－第41期(2026/01/01－2026/12/31),Semi-annual report - 41st term (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YVRL,0,1
4448,E35124,株式会社ｋｕｂｅｌｌ,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YX21,0,1
4766,E05098,株式会社ピーエイ,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YVRQ,0,1
3904,E31093,株式会社カヤック,160,半期報告書－第22期(2026/01/01－2026/12/31),Semi-annual report - 22nd term (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YWM0,0,1
4493,E35354,株式会社サイバーセキュリティクラウド,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YX34,0,1
8202,E03101,ラオックスホールディングス株式会社,160,半期報告書－第51期(2026/01/01－2026/12/31),Semi-annual report - 51st term (2026/01/01 - 2026/12/31),2026-08-14 16:00,2026-01-01,2026-12-31,S100YWNW,0,1
6034,E31071,ＭＲＴ株式会社,135,確認書,confirmation letter,2026-08-14 16:00,,,S100YX1Z,0,1
4477,E35163,ＢＡＳＥ株式会社,230,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Amended treasury stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 15:59,,,S100YWQQ,0,1
4579,E25269,ラクオリア創薬株式会社,160,半期報告書－第19期(2026/01/01－2026/12/31),Semi-annual report - 19th term (2026/01/01 - 2026/12/31),2026-08-14 15:59,2026-01-01,2026-12-31,S100YWY3,0,1
6268,E01726,ナブテスコ株式会社,160,半期報告書－第24期(2026/01/01－2026/06/30),Semi-annual report - 24th period (2026/01/01 - 2026/06/30),2026-08-14 15:59,2026-01-01,2026-06-30,S100YWLA,0,1
4579,E25269,ラクオリア創薬株式会社,135,確認書,confirmation letter,2026-08-14 15:59,,,S100YWYC,0,1
4235,E01061,ウルトラファブリックス・ホールディングス株式会社,160,半期報告書－第62期(2026/01/01－2026/06/30),Semi-annual report - 62nd term (2026/01/01 - 2026/06/30),2026-08-14 15:58,2026-01-01,2026-06-30,S100YW2Y,0,1
4477,E35163,ＢＡＳＥ株式会社,230,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Amended treasury stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 15:57,,,S100YWQW,0,1
9449,E05041,ＧＭＯインターネットグループ株式会社,135,確認書,confirmation letter,2026-08-14 15:55,,,S100YWD0,0,1
4477,E35163,ＢＡＳＥ株式会社,230,訂正自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Amended treasury stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 15:55,,,S100YWR3,0,1
5257,E38335,ノバシステム株式会社,220,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,"Own stock purchase status report (based on Article 24-6, Paragraph 1 of the Act)",2026-08-14 15:54,,,S100YX3E,0,1
6376,E01591,日機装株式会社,135,確認書,confirmation letter,2026-08-14 15:53,,,S100YX2T,0,1
9449,E05041,ＧＭＯインターネットグループ株式会社,160,半期報告書－第36期(2026/01/01－2026/12/31),Semi-annual report - 36th period (2026/01/01 - 2026/12/31),2026-08-14 15:53,2026-01-01,2026-12-31,S100YWD4,0,1
2330,E05308,株式会社フォーサイド,135,確認書,confirmation letter,2026-08-14 15:53,,,S100YWJW,0,1
2330,E05308,株式会社フォーサイド,160,半期報告書－第27期(2026/01/01－2026/12/31),Semi-annual report - 27th term (2026/01/01 - 2026/12/31),2026-08-14 15:52,2026-01-01,2026-12-31,S100YWJ5,0,1
3758,E05453,株式会社アエリア,135,確認書,confirmation letter,2026-08-14 15:51,,,S100YVVD,0,1
6376,E01591,日機装株式会社,160,半期報告書－第86期(2026/01/01－2026/12/31),Semi-annual report - 86th period (2026/01/01 - 2026/12/31),2026-08-14 15:51,2026-01-01,2026-12-31,S100YX2Y,0,1
3981,E32992,株式会社ビーグリー,135,確認書,confirmation letter,2026-08-14 15:50,,,S100YWCW,0,1
4073,E36666,株式会社ジィ・シィ企画,180,臨時報告書,extraordinary report,2026-08-14 15:50,,,S100YWSF,0,1
4019,E36155,株式会社スタメン,160,半期報告書－第11期(2026/01/01－2026/12/31),Semi-annual report - 11th term (2026/01/01 - 2026/12/31),2026-08-14 15:50,2026-01-01,2026-12-31,S100YX0Y,0,1
4891,E37069,㈱ティムス,135,確認書,confirmation letter,2026-08-14 15:50,,,S100YX36,0,1
4019,E36155,株式会社スタメン,135,確認書,confirmation letter,2026-08-14 15:50,,,S100YX0Z,0,1
3758,E05453,株式会社アエリア,160,半期報告書－第25期(2026/01/01－2026/12/31),Semi-annual report - 25th period (2026/01/01 - 2026/12/31),2026-08-14 15:50,2026-01-01,2026-12-31,S100YVUP,0,1
6835,E01867,アライドテレシスホールディングス株式会社,135,確認書,confirmation letter,2026-08-14 15:50,,,S100YWSM,0,1
6038,E31343,株式会社イード,180,臨時報告書,extraordinary report,2026-08-14 15:49,,,S100YX1H,0,1
6835,E01867,アライドテレシスホールディングス株式会社,160,半期報告書－第40期(2026/01/01－2026/12/31),Semi-annual report - 40th term (2026/01/01 - 2026/12/31),2026-08-14 15:48,2026-01-01,2026-12-31,S100YWSI,0,1
4481,E35164,ベース株式会社,135,確認書,confirmation letter,2026-08-14 15:48,,,S100YX35,0,1
3983,E33039,株式会社オロ,135,確認書,confirmation letter,2026-08-14 15:48,,,S100YW00,0,1
4891,E37069,㈱ティムス,160,半期報告書－第23期(2026/01/01－2026/12/31),Semi-annual report - 23rd term (2026/01/01 - 2026/12/31),2026-08-14 15:47,2026-01-01,2026-12-31,S100YX32,0,1
3983,E33039,株式会社オロ,160,半期報告書－第29期(2026/01/01－2026/12/31),Semi-annual report - 29th term (2026/01/01 - 2026/12/31),2026-08-14 15:47,2026-01-01,2026-12-31,S100YVZW,0,1
4481,E35164,ベース株式会社,160,半期報告書－第30期(2026/01/01－2026/12/31),Semi-annual report - 30th period (2026/01/01 - 2026/12/31),2026-08-14 15:47,2026-01-01,2026-12-31,S100YX33,0,1
